0.00000  -1.59562  0.03151  -0.01975
0.10000  -1.51153  0.04623  -0.03059
0.20000  -1.42351  0.12187  -0.08561
0.30000  -1.33257  0.09579  -0.07189
0.40000  -1.19167  0.04640  -0.03894
0.50000  -1.17662  0.03040  -0.02584
0.60000  -1.08139  0.03988  -0.03688
0.70000  -1.07046  0.04766  -0.04452
0.80000  -0.98554  0.04694  -0.04763
0.90000  -1.00796  0.05657  -0.05613
1.00000  -0.96888  0.01798  -0.01856
1.10000  -1.06012  0.06269  -0.05913
1.20000  -0.92055  0.08580  -0.09320
