0.00000  0.58856  0.00970  0.01648
0.10000  0.61404  0.00801  0.01304
0.20000  0.61203  0.01069  0.01747
0.30000  0.56880  0.00896  0.01575
0.40000  0.55456  0.01653  0.02980
0.50000  0.51162  0.00622  0.01216
0.60000  0.49318  0.02803  0.05683
0.70000  0.42729  0.01396  0.03267
0.80000  0.37681  0.00574  0.01524
0.90000  0.32040  0.00563  0.01758
1.00000  0.27353  0.01121  0.04100
1.10000  0.24344  0.01517  0.06233
1.20000  0.19122  0.02009  0.10504
