0.00000  2.00000  0.00000
0.10000  1.98432  0.00006
0.20000  1.93185  0.06391
0.30000  1.82939  0.10117
0.40000  1.66149  0.00235
0.50000  1.55795  0.02793
0.60000  1.43475  0.01545
0.70000  1.34626  0.02064
0.80000  1.24652  0.01934
0.90000  1.18798  0.03413
1.00000  1.12897  0.01994
1.10000  1.19071  0.03333
1.20000  0.96481  0.10964
