1.00000  -1.16670  0.00535  -0.00459
1.10000  -1.04606  0.02124  -0.02030
1.20000  -1.00874  0.03756  -0.03723
1.30000  -1.00682  0.00541  -0.00538
1.40000  -1.00765  0.00214  -0.00213
